sender_age_group,sender_state,transaction_type,merchant_category,total_transactions,total_value,avg_transaction_value,fraud_count
56+,uttar pradesh,p2m,grocery,91,106839,1174.05,0
56+,uttar pradesh,p2m,healthcare,29,30519,1052.38,0
56+,uttar pradesh,p2m,other,47,24424,519.66,0
56+,uttar pradesh,p2m,shopping,47,64913,1381.13,0
56+,uttar pradesh,p2m,transport,36,8228,228.56,0
56+,uttar pradesh,p2m,utilities,54,172099,3187.02,0
56+,uttar pradesh,p2p,education,24,134034,5584.75,0
56+,uttar pradesh,p2p,entertainment,58,14080,242.76,1
56+,uttar pradesh,p2p,food,101,42717,422.94,0
56+,uttar pradesh,p2p,fuel,77,89382,1160.81,0
56+,uttar pradesh,p2p,grocery,135,159269,1179.77,0
56+,uttar pradesh,p2p,healthcare,31,37391,1206.16,0
56+,uttar pradesh,p2p,other,62,38740,624.84,0
56+,uttar pradesh,p2p,shopping,68,138117,2031.13,0
56+,uttar pradesh,p2p,transport,38,10347,272.29,0
56+,uttar pradesh,p2p,utilities,66,214335,3247.5,0
56+,uttar pradesh,recharge,education,1,3091,3091.0,0
56+,uttar pradesh,recharge,entertainment,7,2050,292.86,0
56+,uttar pradesh,recharge,food,11,2144,194.91,0
56+,uttar pradesh,recharge,fuel,7,9744,1392.0,0
56+,uttar pradesh,recharge,grocery,11,11343,1031.18,0
56+,uttar pradesh,recharge,healthcare,8,8769,1096.12,0
56+,uttar pradesh,recharge,other,3,895,298.33,0
56+,uttar pradesh,recharge,shopping,7,6827,975.29,0
56+,uttar pradesh,recharge,transport,6,507,84.5,0
56+,uttar pradesh,recharge,utilities,5,20790,4158.0,0
56+,west bengal,bill payment,education,3,9197,3065.67,0
56+,west bengal,bill payment,entertainment,14,5907,421.93,0
56+,west bengal,bill payment,food,16,5794,362.12,0
56+,west bengal,bill payment,fuel,12,13041,1086.75,0
56+,west bengal,bill payment,grocery,31,29935,965.65,0
56+,west bengal,bill payment,healthcare,8,9547,1193.38,0
56+,west bengal,bill payment,other,15,12862,857.47,0
56+,west bengal,bill payment,shopping,16,19508,1219.25,0
56+,west bengal,bill payment,transport,14,3138,224.14,0
56+,west bengal,bill payment,utilities,13,69350,5334.62,0
56+,west bengal,p2m,education,10,32398,3239.8,0
56+,west bengal,p2m,entertainment,19,4935,259.74,0
56+,west bengal,p2m,food,54,25086,464.56,0
56+,west bengal,p2m,fuel,31,36244,1169.16,0
56+,west bengal,p2m,grocery,59,71303,1208.53,0
56+,west bengal,p2m,healthcare,18,25987,1443.72,0
56+,west bengal,p2m,other,35,25191,719.74,0
56+,west bengal,p2m,shopping,41,74094,1807.17,0
56+,west bengal,p2m,transport,36,6525,181.25,0
56+,west bengal,p2m,utilities,30,87246,2908.2,0
56+,west bengal,p2p,education,7,30803,4400.43,0
56+,west bengal,p2p,entertainment,32,7805,243.91,0
56+,west bengal,p2p,food,66,28683,434.59,0
56+,west bengal,p2p,fuel,56,72693,1298.09,0
56+,west bengal,p2p,grocery,83,92133,1110.04,0
56+,west bengal,p2p,healthcare,19,18727,985.63,0
56+,west bengal,p2p,other,43,29206,679.21,0
56+,west bengal,p2p,shopping,48,76210,1587.71,0
56+,west bengal,p2p,transport,33,7263,220.09,0
56+,west bengal,p2p,utilities,36,122314,3397.61,0
56+,west bengal,recharge,education,1,869,869.0,0
56+,west bengal,recharge,entertainment,5,1285,257.0,0
56+,west bengal,recharge,food,5,1118,223.6,0
56+,west bengal,recharge,fuel,3,11161,3720.33,0
56+,west bengal,recharge,grocery,17,24241,1425.94,0
56+,west bengal,recharge,healthcare,3,5123,1707.67,0
56+,west bengal,recharge,other,4,1233,308.25,0
56+,west bengal,recharge,shopping,5,8802,1760.4,0
56+,west bengal,recharge,transport,3,1409,469.67,0
56+,west bengal,recharge,utilities,4,21570,5392.5,0
