sender_state,hour_of_day,device_type,network_type,amount_category,total_transactions,fraud_transactions,fraud_rate,avg_fraud_amount
andhra pradesh,12,web,wifi,Medium (500-2K),2,0,0.0,0.0
andhra pradesh,13,android,3g,Small (<500),17,0,0.0,0.0
andhra pradesh,13,android,3g,Medium (500-2K),9,0,0.0,0.0
andhra pradesh,13,android,3g,High (2K-10K),8,0,0.0,0.0
andhra pradesh,13,android,4g,Small (<500),197,0,0.0,0.0
andhra pradesh,13,android,4g,Medium (500-2K),226,0,0.0,0.0
andhra pradesh,13,android,4g,High (2K-10K),104,0,0.0,0.0
andhra pradesh,13,android,4g,Very High (>10K),3,0,0.0,0.0
andhra pradesh,13,android,5g,Small (<500),119,0,0.0,0.0
andhra pradesh,13,android,5g,Medium (500-2K),85,0,0.0,0.0
andhra pradesh,13,android,5g,High (2K-10K),42,0,0.0,0.0
andhra pradesh,13,android,wifi,Small (<500),44,0,0.0,0.0
andhra pradesh,13,android,wifi,Medium (500-2K),38,0,0.0,0.0
andhra pradesh,13,android,wifi,High (2K-10K),16,0,0.0,0.0
andhra pradesh,13,android,wifi,Very High (>10K),1,0,0.0,0.0
andhra pradesh,13,ios,3g,Small (<500),4,0,0.0,0.0
andhra pradesh,13,ios,3g,Medium (500-2K),2,0,0.0,0.0
andhra pradesh,13,ios,3g,High (2K-10K),4,0,0.0,0.0
andhra pradesh,13,ios,4g,Small (<500),56,0,0.0,0.0
andhra pradesh,13,ios,4g,Medium (500-2K),41,0,0.0,0.0
andhra pradesh,13,ios,4g,High (2K-10K),25,0,0.0,0.0
andhra pradesh,13,ios,5g,Small (<500),26,0,0.0,0.0
andhra pradesh,13,ios,5g,Medium (500-2K),15,0,0.0,0.0
andhra pradesh,13,ios,5g,High (2K-10K),12,0,0.0,0.0
andhra pradesh,13,ios,wifi,Small (<500),8,0,0.0,0.0
andhra pradesh,13,ios,wifi,Medium (500-2K),6,0,0.0,0.0
andhra pradesh,13,ios,wifi,High (2K-10K),5,0,0.0,0.0
andhra pradesh,13,web,3g,Medium (500-2K),1,0,0.0,0.0
andhra pradesh,13,web,3g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,13,web,4g,Small (<500),15,0,0.0,0.0
andhra pradesh,13,web,4g,Medium (500-2K),13,0,0.0,0.0
andhra pradesh,13,web,4g,High (2K-10K),5,0,0.0,0.0
andhra pradesh,13,web,4g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,13,web,5g,Small (<500),5,0,0.0,0.0
andhra pradesh,13,web,5g,Medium (500-2K),5,0,0.0,0.0
andhra pradesh,13,web,5g,High (2K-10K),3,0,0.0,0.0
andhra pradesh,13,web,wifi,Small (<500),2,0,0.0,0.0
andhra pradesh,13,web,wifi,Medium (500-2K),3,0,0.0,0.0
andhra pradesh,14,android,3g,Small (<500),17,0,0.0,0.0
andhra pradesh,14,android,3g,Medium (500-2K),19,0,0.0,0.0
andhra pradesh,14,android,3g,High (2K-10K),5,0,0.0,0.0
andhra pradesh,14,android,4g,Small (<500),183,0,0.0,0.0
andhra pradesh,14,android,4g,Medium (500-2K),164,0,0.0,0.0
andhra pradesh,14,android,4g,High (2K-10K),81,0,0.0,0.0
andhra pradesh,14,android,5g,Small (<500),79,0,0.0,0.0
andhra pradesh,14,android,5g,Medium (500-2K),56,0,0.0,0.0
andhra pradesh,14,android,5g,High (2K-10K),23,0,0.0,0.0
andhra pradesh,14,android,5g,Very High (>10K),2,0,0.0,0.0
andhra pradesh,14,android,wifi,Small (<500),36,0,0.0,0.0
andhra pradesh,14,android,wifi,Medium (500-2K),39,0,0.0,0.0
andhra pradesh,14,android,wifi,High (2K-10K),17,0,0.0,0.0
andhra pradesh,14,ios,3g,Small (<500),3,0,0.0,0.0
andhra pradesh,14,ios,3g,Medium (500-2K),2,0,0.0,0.0
andhra pradesh,14,ios,3g,High (2K-10K),2,0,0.0,0.0
andhra pradesh,14,ios,4g,Small (<500),47,0,0.0,0.0
andhra pradesh,14,ios,4g,Medium (500-2K),33,1,3.0303030303030303,840.0
andhra pradesh,14,ios,4g,High (2K-10K),22,0,0.0,0.0
andhra pradesh,14,ios,4g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,14,ios,5g,Small (<500),17,0,0.0,0.0
andhra pradesh,14,ios,5g,Medium (500-2K),19,0,0.0,0.0
andhra pradesh,14,ios,5g,High (2K-10K),2,0,0.0,0.0
andhra pradesh,14,ios,wifi,Small (<500),9,0,0.0,0.0
andhra pradesh,14,ios,wifi,Medium (500-2K),2,0,0.0,0.0
andhra pradesh,14,ios,wifi,High (2K-10K),4,0,0.0,0.0
andhra pradesh,14,ios,wifi,Very High (>10K),1,0,0.0,0.0
andhra pradesh,14,web,3g,Medium (500-2K),1,0,0.0,0.0
andhra pradesh,14,web,3g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,14,web,4g,Small (<500),13,0,0.0,0.0
andhra pradesh,14,web,4g,Medium (500-2K),11,0,0.0,0.0
andhra pradesh,14,web,4g,High (2K-10K),5,0,0.0,0.0
andhra pradesh,14,web,5g,Small (<500),4,0,0.0,0.0
andhra pradesh,14,web,5g,Medium (500-2K),4,0,0.0,0.0
andhra pradesh,14,web,5g,High (2K-10K),2,0,0.0,0.0
andhra pradesh,14,web,wifi,Medium (500-2K),2,0,0.0,0.0
andhra pradesh,14,web,wifi,High (2K-10K),1,0,0.0,0.0
andhra pradesh,15,android,3g,Small (<500),16,0,0.0,0.0
andhra pradesh,15,android,3g,Medium (500-2K),19,0,0.0,0.0
andhra pradesh,15,android,3g,High (2K-10K),6,0,0.0,0.0
andhra pradesh,15,android,4g,Small (<500),181,0,0.0,0.0
andhra pradesh,15,android,4g,Medium (500-2K),189,0,0.0,0.0
andhra pradesh,15,android,4g,High (2K-10K),102,0,0.0,0.0
andhra pradesh,15,android,4g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,15,android,5g,Small (<500),76,0,0.0,0.0
andhra pradesh,15,android,5g,Medium (500-2K),67,0,0.0,0.0
andhra pradesh,15,android,5g,High (2K-10K),35,0,0.0,0.0
andhra pradesh,15,android,5g,Very High (>10K),5,0,0.0,0.0
andhra pradesh,15,android,wifi,Small (<500),30,0,0.0,0.0
andhra pradesh,15,android,wifi,Medium (500-2K),30,0,0.0,0.0
andhra pradesh,15,android,wifi,High (2K-10K),14,1,7.142857142857142,3002.0
andhra pradesh,15,android,wifi,Very High (>10K),1,0,0.0,0.0
andhra pradesh,15,ios,3g,Small (<500),3,0,0.0,0.0
andhra pradesh,15,ios,3g,Medium (500-2K),6,0,0.0,0.0
andhra pradesh,15,ios,3g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,15,ios,4g,Small (<500),53,0,0.0,0.0
andhra pradesh,15,ios,4g,Medium (500-2K),44,1,2.272727272727273,609.0
andhra pradesh,15,ios,4g,High (2K-10K),24,0,0.0,0.0
andhra pradesh,15,ios,5g,Small (<500),22,0,0.0,0.0
andhra pradesh,15,ios,5g,Medium (500-2K),24,0,0.0,0.0
andhra pradesh,15,ios,5g,High (2K-10K),8,0,0.0,0.0
andhra pradesh,15,ios,wifi,Small (<500),12,0,0.0,0.0
andhra pradesh,15,ios,wifi,Medium (500-2K),8,0,0.0,0.0
andhra pradesh,15,ios,wifi,High (2K-10K),3,0,0.0,0.0
andhra pradesh,15,web,3g,Medium (500-2K),1,0,0.0,0.0
andhra pradesh,15,web,3g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,15,web,4g,Small (<500),14,0,0.0,0.0
andhra pradesh,15,web,4g,Medium (500-2K),13,0,0.0,0.0
andhra pradesh,15,web,4g,High (2K-10K),8,1,12.5,3206.0
andhra pradesh,15,web,5g,Small (<500),3,0,0.0,0.0
andhra pradesh,15,web,5g,Medium (500-2K),5,0,0.0,0.0
andhra pradesh,15,web,5g,High (2K-10K),2,0,0.0,0.0
andhra pradesh,15,web,5g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,15,web,wifi,High (2K-10K),1,0,0.0,0.0
andhra pradesh,16,android,3g,Small (<500),18,0,0.0,0.0
andhra pradesh,16,android,3g,Medium (500-2K),19,0,0.0,0.0
andhra pradesh,16,android,3g,High (2K-10K),12,0,0.0,0.0
andhra pradesh,16,android,3g,Very High (>10K),2,0,0.0,0.0
andhra pradesh,16,android,4g,Small (<500),211,2,0.9478672985781991,261.5
andhra pradesh,16,android,4g,Medium (500-2K),191,0,0.0,0.0
andhra pradesh,16,android,4g,High (2K-10K),87,0,0.0,0.0
andhra pradesh,16,android,5g,Small (<500),93,0,0.0,0.0
andhra pradesh,16,android,5g,Medium (500-2K),72,0,0.0,0.0
andhra pradesh,16,android,5g,High (2K-10K),40,0,0.0,0.0
andhra pradesh,16,android,wifi,Small (<500),37,0,0.0,0.0
andhra pradesh,16,android,wifi,Medium (500-2K),25,0,0.0,0.0
andhra pradesh,16,android,wifi,High (2K-10K),11,0,0.0,0.0
andhra pradesh,16,ios,3g,Small (<500),6,0,0.0,0.0
andhra pradesh,16,ios,3g,Medium (500-2K),3,0,0.0,0.0
andhra pradesh,16,ios,3g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,16,ios,4g,Small (<500),45,0,0.0,0.0
andhra pradesh,16,ios,4g,Medium (500-2K),58,0,0.0,0.0
andhra pradesh,16,ios,4g,High (2K-10K),23,0,0.0,0.0
andhra pradesh,16,ios,4g,Very High (>10K),2,0,0.0,0.0
andhra pradesh,16,ios,5g,Small (<500),23,0,0.0,0.0
andhra pradesh,16,ios,5g,Medium (500-2K),14,0,0.0,0.0
andhra pradesh,16,ios,5g,High (2K-10K),12,0,0.0,0.0
andhra pradesh,16,ios,wifi,Small (<500),7,0,0.0,0.0
andhra pradesh,16,ios,wifi,Medium (500-2K),5,0,0.0,0.0
andhra pradesh,16,ios,wifi,High (2K-10K),3,0,0.0,0.0
andhra pradesh,16,ios,wifi,Very High (>10K),1,0,0.0,0.0
andhra pradesh,16,web,3g,Small (<500),1,0,0.0,0.0
andhra pradesh,16,web,4g,Small (<500),22,0,0.0,0.0
andhra pradesh,16,web,4g,Medium (500-2K),16,1,6.25,1093.0
andhra pradesh,16,web,4g,High (2K-10K),7,0,0.0,0.0
andhra pradesh,16,web,5g,Small (<500),5,0,0.0,0.0
andhra pradesh,16,web,5g,Medium (500-2K),8,0,0.0,0.0
andhra pradesh,16,web,5g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,16,web,wifi,Small (<500),3,0,0.0,0.0
andhra pradesh,16,web,wifi,Medium (500-2K),5,0,0.0,0.0
andhra pradesh,16,web,wifi,High (2K-10K),2,0,0.0,0.0
andhra pradesh,17,android,3g,Small (<500),29,0,0.0,0.0
andhra pradesh,17,android,3g,Medium (500-2K),27,0,0.0,0.0
andhra pradesh,17,android,3g,High (2K-10K),11,0,0.0,0.0
andhra pradesh,17,android,4g,Small (<500),297,0,0.0,0.0
andhra pradesh,17,android,4g,Medium (500-2K),240,0,0.0,0.0
andhra pradesh,17,android,4g,High (2K-10K),123,1,0.8130081300813009,9879.0
andhra pradesh,17,android,4g,Very High (>10K),6,0,0.0,0.0
andhra pradesh,17,android,5g,Small (<500),119,0,0.0,0.0
andhra pradesh,17,android,5g,Medium (500-2K),109,1,0.9174311926605505,1392.0
andhra pradesh,17,android,5g,High (2K-10K),62,0,0.0,0.0
andhra pradesh,17,android,5g,Very High (>10K),4,0,0.0,0.0
andhra pradesh,17,android,wifi,Small (<500),43,0,0.0,0.0
andhra pradesh,17,android,wifi,Medium (500-2K),36,0,0.0,0.0
andhra pradesh,17,android,wifi,High (2K-10K),19,1,5.263157894736842,4875.0
andhra pradesh,17,android,wifi,Very High (>10K),2,0,0.0,0.0
andhra pradesh,17,ios,3g,Small (<500),6,0,0.0,0.0
andhra pradesh,17,ios,3g,Medium (500-2K),3,0,0.0,0.0
andhra pradesh,17,ios,3g,High (2K-10K),3,0,0.0,0.0
andhra pradesh,17,ios,4g,Small (<500),78,0,0.0,0.0
andhra pradesh,17,ios,4g,Medium (500-2K),74,0,0.0,0.0
andhra pradesh,17,ios,4g,High (2K-10K),37,0,0.0,0.0
andhra pradesh,17,ios,4g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,17,ios,5g,Small (<500),27,0,0.0,0.0
andhra pradesh,17,ios,5g,Medium (500-2K),21,0,0.0,0.0
andhra pradesh,17,ios,5g,High (2K-10K),13,0,0.0,0.0
andhra pradesh,17,ios,5g,Very High (>10K),2,0,0.0,0.0
andhra pradesh,17,ios,wifi,Small (<500),15,0,0.0,0.0
andhra pradesh,17,ios,wifi,Medium (500-2K),9,0,0.0,0.0
andhra pradesh,17,ios,wifi,High (2K-10K),8,0,0.0,0.0
andhra pradesh,17,web,3g,Small (<500),5,0,0.0,0.0
andhra pradesh,17,web,4g,Small (<500),16,0,0.0,0.0
andhra pradesh,17,web,4g,Medium (500-2K),14,0,0.0,0.0
andhra pradesh,17,web,4g,High (2K-10K),14,0,0.0,0.0
andhra pradesh,17,web,5g,Small (<500),6,0,0.0,0.0
andhra pradesh,17,web,5g,Medium (500-2K),6,0,0.0,0.0
andhra pradesh,17,web,5g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,17,web,5g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,17,web,wifi,Small (<500),2,0,0.0,0.0
andhra pradesh,17,web,wifi,Medium (500-2K),4,0,0.0,0.0
andhra pradesh,17,web,wifi,High (2K-10K),2,0,0.0,0.0
andhra pradesh,18,android,3g,Small (<500),22,0,0.0,0.0
andhra pradesh,18,android,3g,Medium (500-2K),29,0,0.0,0.0
andhra pradesh,18,android,3g,High (2K-10K),11,0,0.0,0.0
andhra pradesh,18,android,3g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,18,android,4g,Small (<500),335,1,0.2985074626865672,133.0
andhra pradesh,18,android,4g,Medium (500-2K),254,0,0.0,0.0
andhra pradesh,18,android,4g,High (2K-10K),138,0,0.0,0.0
andhra pradesh,18,android,4g,Very High (>10K),3,0,0.0,0.0
andhra pradesh,18,android,5g,Small (<500),145,0,0.0,0.0
andhra pradesh,18,android,5g,Medium (500-2K),114,0,0.0,0.0
andhra pradesh,18,android,5g,High (2K-10K),60,0,0.0,0.0
andhra pradesh,18,android,wifi,Small (<500),46,0,0.0,0.0
andhra pradesh,18,android,wifi,Medium (500-2K),47,0,0.0,0.0
andhra pradesh,18,android,wifi,High (2K-10K),25,0,0.0,0.0
andhra pradesh,18,ios,3g,Small (<500),8,0,0.0,0.0
andhra pradesh,18,ios,3g,Medium (500-2K),6,0,0.0,0.0
andhra pradesh,18,ios,3g,High (2K-10K),4,0,0.0,0.0
andhra pradesh,18,ios,4g,Small (<500),76,0,0.0,0.0
andhra pradesh,18,ios,4g,Medium (500-2K),76,0,0.0,0.0
andhra pradesh,18,ios,4g,High (2K-10K),39,0,0.0,0.0
andhra pradesh,18,ios,4g,Very High (>10K),2,0,0.0,0.0
andhra pradesh,18,ios,5g,Small (<500),27,0,0.0,0.0
andhra pradesh,18,ios,5g,Medium (500-2K),40,0,0.0,0.0
andhra pradesh,18,ios,5g,High (2K-10K),14,0,0.0,0.0
andhra pradesh,18,ios,5g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,18,ios,wifi,Small (<500),14,0,0.0,0.0
andhra pradesh,18,ios,wifi,Medium (500-2K),16,0,0.0,0.0
andhra pradesh,18,ios,wifi,High (2K-10K),6,0,0.0,0.0
andhra pradesh,18,web,3g,Small (<500),1,0,0.0,0.0
andhra pradesh,18,web,3g,Medium (500-2K),1,0,0.0,0.0
andhra pradesh,18,web,4g,Small (<500),28,0,0.0,0.0
andhra pradesh,18,web,4g,Medium (500-2K),23,0,0.0,0.0
andhra pradesh,18,web,4g,High (2K-10K),13,0,0.0,0.0
andhra pradesh,18,web,5g,Small (<500),6,0,0.0,0.0
andhra pradesh,18,web,5g,Medium (500-2K),7,0,0.0,0.0
andhra pradesh,18,web,5g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,18,web,5g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,18,web,wifi,Small (<500),2,0,0.0,0.0
andhra pradesh,18,web,wifi,Medium (500-2K),2,0,0.0,0.0
andhra pradesh,18,web,wifi,High (2K-10K),1,0,0.0,0.0
andhra pradesh,19,android,3g,Small (<500),36,0,0.0,0.0
andhra pradesh,19,android,3g,Medium (500-2K),22,0,0.0,0.0
andhra pradesh,19,android,3g,High (2K-10K),14,1,7.142857142857142,3043.0
andhra pradesh,19,android,4g,Small (<500),358,1,0.27932960893854747,204.0
andhra pradesh,19,android,4g,Medium (500-2K),285,0,0.0,0.0
andhra pradesh,19,android,4g,High (2K-10K),147,1,0.6802721088435374,7833.0
andhra pradesh,19,android,4g,Very High (>10K),3,0,0.0,0.0
andhra pradesh,19,android,5g,Small (<500),139,0,0.0,0.0
andhra pradesh,19,android,5g,Medium (500-2K),121,0,0.0,0.0
andhra pradesh,19,android,5g,High (2K-10K),61,1,1.639344262295082,3857.0
andhra pradesh,19,android,5g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,19,android,wifi,Small (<500),44,0,0.0,0.0
andhra pradesh,19,android,wifi,Medium (500-2K),47,0,0.0,0.0
andhra pradesh,19,android,wifi,High (2K-10K),26,1,3.8461538461538463,7625.0
andhra pradesh,19,ios,3g,Small (<500),11,0,0.0,0.0
andhra pradesh,19,ios,3g,Medium (500-2K),7,0,0.0,0.0
andhra pradesh,19,ios,4g,Small (<500),93,0,0.0,0.0
andhra pradesh,19,ios,4g,Medium (500-2K),57,0,0.0,0.0
andhra pradesh,19,ios,4g,High (2K-10K),31,0,0.0,0.0
andhra pradesh,19,ios,4g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,19,ios,5g,Small (<500),40,1,2.5,441.0
andhra pradesh,19,ios,5g,Medium (500-2K),29,0,0.0,0.0
andhra pradesh,19,ios,5g,High (2K-10K),13,0,0.0,0.0
andhra pradesh,19,ios,wifi,Small (<500),12,0,0.0,0.0
andhra pradesh,19,ios,wifi,Medium (500-2K),10,0,0.0,0.0
andhra pradesh,19,ios,wifi,High (2K-10K),10,0,0.0,0.0
andhra pradesh,19,web,3g,Small (<500),3,0,0.0,0.0
andhra pradesh,19,web,3g,Medium (500-2K),2,0,0.0,0.0
andhra pradesh,19,web,3g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,19,web,4g,Small (<500),27,0,0.0,0.0
andhra pradesh,19,web,4g,Medium (500-2K),22,0,0.0,0.0
andhra pradesh,19,web,4g,High (2K-10K),12,0,0.0,0.0
andhra pradesh,19,web,5g,Small (<500),8,0,0.0,0.0
andhra pradesh,19,web,5g,Medium (500-2K),12,0,0.0,0.0
andhra pradesh,19,web,5g,High (2K-10K),6,0,0.0,0.0
andhra pradesh,19,web,5g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,19,web,wifi,Small (<500),6,0,0.0,0.0
andhra pradesh,19,web,wifi,Medium (500-2K),4,0,0.0,0.0
andhra pradesh,19,web,wifi,High (2K-10K),2,0,0.0,0.0
andhra pradesh,20,android,3g,Small (<500),19,0,0.0,0.0
andhra pradesh,20,android,3g,Medium (500-2K),32,0,0.0,0.0
andhra pradesh,20,android,3g,High (2K-10K),17,0,0.0,0.0
andhra pradesh,20,android,4g,Small (<500),328,1,0.3048780487804878,178.0
andhra pradesh,20,android,4g,Medium (500-2K),246,1,0.40650406504065045,654.0
andhra pradesh,20,android,4g,High (2K-10K),129,0,0.0,0.0
andhra pradesh,20,android,4g,Very High (>10K),8,0,0.0,0.0
andhra pradesh,20,android,5g,Small (<500),132,0,0.0,0.0
andhra pradesh,20,android,5g,Medium (500-2K),95,0,0.0,0.0
andhra pradesh,20,android,5g,High (2K-10K),50,0,0.0,0.0
andhra pradesh,20,android,5g,Very High (>10K),3,0,0.0,0.0
andhra pradesh,20,android,wifi,Small (<500),46,0,0.0,0.0
andhra pradesh,20,android,wifi,Medium (500-2K),33,0,0.0,0.0
andhra pradesh,20,android,wifi,High (2K-10K),32,0,0.0,0.0
andhra pradesh,20,ios,3g,Small (<500),6,0,0.0,0.0
andhra pradesh,20,ios,3g,Medium (500-2K),3,0,0.0,0.0
andhra pradesh,20,ios,3g,High (2K-10K),2,0,0.0,0.0
andhra pradesh,20,ios,4g,Small (<500),82,0,0.0,0.0
andhra pradesh,20,ios,4g,Medium (500-2K),62,0,0.0,0.0
andhra pradesh,20,ios,4g,High (2K-10K),40,0,0.0,0.0
andhra pradesh,20,ios,5g,Small (<500),34,0,0.0,0.0
andhra pradesh,20,ios,5g,Medium (500-2K),21,0,0.0,0.0
andhra pradesh,20,ios,5g,High (2K-10K),16,0,0.0,0.0
andhra pradesh,20,ios,5g,Very High (>10K),2,0,0.0,0.0
andhra pradesh,20,ios,wifi,Small (<500),13,0,0.0,0.0
andhra pradesh,20,ios,wifi,Medium (500-2K),14,0,0.0,0.0
andhra pradesh,20,ios,wifi,High (2K-10K),7,0,0.0,0.0
andhra pradesh,20,web,3g,Small (<500),1,0,0.0,0.0
andhra pradesh,20,web,4g,Small (<500),21,0,0.0,0.0
andhra pradesh,20,web,4g,Medium (500-2K),10,0,0.0,0.0
andhra pradesh,20,web,4g,High (2K-10K),12,0,0.0,0.0
andhra pradesh,20,web,5g,Small (<500),6,0,0.0,0.0
andhra pradesh,20,web,5g,Medium (500-2K),5,0,0.0,0.0
andhra pradesh,20,web,wifi,Small (<500),1,0,0.0,0.0
andhra pradesh,20,web,wifi,High (2K-10K),2,0,0.0,0.0
andhra pradesh,21,android,3g,Small (<500),21,0,0.0,0.0
andhra pradesh,21,android,3g,Medium (500-2K),16,0,0.0,0.0
andhra pradesh,21,android,3g,High (2K-10K),14,0,0.0,0.0
andhra pradesh,21,android,3g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,21,android,4g,Small (<500),255,3,1.1764705882352942,286.0
andhra pradesh,21,android,4g,Medium (500-2K),227,0,0.0,0.0
andhra pradesh,21,android,4g,High (2K-10K),109,0,0.0,0.0
andhra pradesh,21,android,4g,Very High (>10K),5,0,0.0,0.0
andhra pradesh,21,android,5g,Small (<500),118,0,0.0,0.0
andhra pradesh,21,android,5g,Medium (500-2K),87,0,0.0,0.0
andhra pradesh,21,android,5g,High (2K-10K),40,0,0.0,0.0
andhra pradesh,21,android,wifi,Small (<500),34,0,0.0,0.0
andhra pradesh,21,android,wifi,Medium (500-2K),35,0,0.0,0.0
andhra pradesh,21,android,wifi,High (2K-10K),24,0,0.0,0.0
andhra pradesh,21,ios,3g,Small (<500),6,0,0.0,0.0
andhra pradesh,21,ios,3g,Medium (500-2K),8,0,0.0,0.0
andhra pradesh,21,ios,3g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,21,ios,4g,Small (<500),65,0,0.0,0.0
andhra pradesh,21,ios,4g,Medium (500-2K),61,0,0.0,0.0
andhra pradesh,21,ios,4g,High (2K-10K),21,0,0.0,0.0
andhra pradesh,21,ios,5g,Small (<500),30,0,0.0,0.0
andhra pradesh,21,ios,5g,Medium (500-2K),16,0,0.0,0.0
andhra pradesh,21,ios,5g,High (2K-10K),8,0,0.0,0.0
andhra pradesh,21,ios,5g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,21,ios,wifi,Small (<500),18,0,0.0,0.0
andhra pradesh,21,ios,wifi,Medium (500-2K),11,0,0.0,0.0
andhra pradesh,21,ios,wifi,High (2K-10K),6,0,0.0,0.0
andhra pradesh,21,web,3g,Medium (500-2K),4,0,0.0,0.0
andhra pradesh,21,web,4g,Small (<500),19,0,0.0,0.0
andhra pradesh,21,web,4g,Medium (500-2K),22,0,0.0,0.0
andhra pradesh,21,web,4g,High (2K-10K),7,0,0.0,0.0
andhra pradesh,21,web,5g,Small (<500),11,0,0.0,0.0
andhra pradesh,21,web,5g,Medium (500-2K),5,0,0.0,0.0
andhra pradesh,21,web,5g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,21,web,wifi,Small (<500),3,0,0.0,0.0
andhra pradesh,21,web,wifi,Medium (500-2K),3,0,0.0,0.0
andhra pradesh,21,web,wifi,High (2K-10K),1,0,0.0,0.0
andhra pradesh,22,android,3g,Small (<500),11,0,0.0,0.0
andhra pradesh,22,android,3g,Medium (500-2K),6,0,0.0,0.0
andhra pradesh,22,android,3g,High (2K-10K),4,0,0.0,0.0
andhra pradesh,22,android,4g,Small (<500),136,1,0.7352941176470588,112.0
andhra pradesh,22,android,4g,Medium (500-2K),149,0,0.0,0.0
andhra pradesh,22,android,4g,High (2K-10K),56,0,0.0,0.0
andhra pradesh,22,android,4g,Very High (>10K),2,0,0.0,0.0
andhra pradesh,22,android,5g,Small (<500),60,0,0.0,0.0
andhra pradesh,22,android,5g,Medium (500-2K),53,0,0.0,0.0
andhra pradesh,22,android,5g,High (2K-10K),32,1,3.125,2366.0
andhra pradesh,22,android,5g,Very High (>10K),2,0,0.0,0.0
andhra pradesh,22,android,wifi,Small (<500),26,0,0.0,0.0
andhra pradesh,22,android,wifi,Medium (500-2K),28,0,0.0,0.0
andhra pradesh,22,android,wifi,High (2K-10K),11,0,0.0,0.0
andhra pradesh,22,android,wifi,Very High (>10K),1,0,0.0,0.0
andhra pradesh,22,ios,3g,Small (<500),1,0,0.0,0.0
andhra pradesh,22,ios,3g,Medium (500-2K),2,0,0.0,0.0
andhra pradesh,22,ios,3g,High (2K-10K),1,0,0.0,0.0
andhra pradesh,22,ios,4g,Small (<500),39,0,0.0,0.0
andhra pradesh,22,ios,4g,Medium (500-2K),34,0,0.0,0.0
andhra pradesh,22,ios,4g,High (2K-10K),20,0,0.0,0.0
andhra pradesh,22,ios,5g,Small (<500),18,0,0.0,0.0
andhra pradesh,22,ios,5g,Medium (500-2K),11,0,0.0,0.0
andhra pradesh,22,ios,5g,High (2K-10K),9,0,0.0,0.0
andhra pradesh,22,ios,wifi,Small (<500),5,0,0.0,0.0
andhra pradesh,22,ios,wifi,Medium (500-2K),3,0,0.0,0.0
andhra pradesh,22,ios,wifi,High (2K-10K),2,0,0.0,0.0
andhra pradesh,22,web,3g,Small (<500),1,0,0.0,0.0
andhra pradesh,22,web,3g,Medium (500-2K),1,0,0.0,0.0
andhra pradesh,22,web,4g,Small (<500),6,0,0.0,0.0
andhra pradesh,22,web,4g,Medium (500-2K),7,0,0.0,0.0
andhra pradesh,22,web,4g,High (2K-10K),8,0,0.0,0.0
andhra pradesh,22,web,5g,Small (<500),6,0,0.0,0.0
andhra pradesh,22,web,5g,Medium (500-2K),3,0,0.0,0.0
andhra pradesh,22,web,wifi,Small (<500),1,0,0.0,0.0
andhra pradesh,22,web,wifi,Medium (500-2K),4,0,0.0,0.0
andhra pradesh,23,android,3g,Small (<500),7,0,0.0,0.0
andhra pradesh,23,android,3g,Medium (500-2K),8,0,0.0,0.0
andhra pradesh,23,android,3g,High (2K-10K),4,0,0.0,0.0
andhra pradesh,23,android,3g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,23,android,4g,Small (<500),86,0,0.0,0.0
andhra pradesh,23,android,4g,Medium (500-2K),69,0,0.0,0.0
andhra pradesh,23,android,4g,High (2K-10K),42,0,0.0,0.0
andhra pradesh,23,android,4g,Very High (>10K),1,0,0.0,0.0
andhra pradesh,23,android,5g,Small (<500),44,0,0.0,0.0
andhra pradesh,23,android,5g,Medium (500-2K),45,0,0.0,0.0
andhra pradesh,23,android,5g,High (2K-10K),16,0,0.0,0.0
andhra pradesh,23,android,wifi,Small (<500),16,0,0.0,0.0
andhra pradesh,23,android,wifi,Medium (500-2K),15,0,0.0,0.0
andhra pradesh,23,android,wifi,High (2K-10K),9,0,0.0,0.0
andhra pradesh,23,ios,3g,Small (<500),1,0,0.0,0.0
andhra pradesh,23,ios,3g,Medium (500-2K),1,0,0.0,0.0
